muni_id,uf_sigla,muni_nm,idhm,lat,lon
4315172,RS,PROTÁSIO ALVES,0.733,-28.757,-51.473
4315206,RS,PUTINGA,0.715,-29.002,-52.154
4315305,RS,QUARAÍ,0.704,-30.388,-56.451
4315313,RS,QUATRO IRMÃOS,0.689,-27.821,-52.439
4315321,RS,QUEVEDOS,0.665,-29.353,-54.072
4315354,RS,QUINZE DE NOVEMBRO,0.756,-28.742,-53.095
4315404,RS,REDENTORA,0.631,-27.664,-53.638
4315453,RS,RELVADO,0.731,-29.111,-52.072
4315503,RS,RESTINGA SECA,0.683,-29.813,-53.375
4315552,RS,RIO DOS ÍNDIOS,0.656,-27.3,-52.841
4315602,RS,RIO GRANDE,0.744,-32.035,-52.099
4315701,RS,RIO PARDO,0.693,-29.99,-52.378
4315750,RS,RIOZINHO,0.661,-29.641,-50.453
4315800,RS,ROCA SALES,0.729,-29.284,-51.868
4315909,RS,RODEIO BONITO,0.732,-27.471,-53.169
4315958,RS,ROLADOR,0.689,-28.258,-54.817
4316006,RS,ROLANTE,0.688,-29.651,-50.576
4316105,RS,RONDA ALTA,0.724,-27.767,-52.802
4316204,RS,RONDINHA,0.764,-27.828,-52.91
4316303,RS,ROQUE GONZALES,0.688,-28.131,-55.026
4316402,RS,ROSÁRIO DO SUL,0.699,-30.258,-54.914
4316428,RS,SAGRADA FAMÍLIA,0.678,-27.707,-53.136
4316436,RS,SALDANHA MARINHO,0.762,-28.393,-53.095
4316451,RS,SALTO DO JACUÍ,0.687,-29.088,-53.213
4316477,RS,SALVADOR DAS MISSÕES,0.753,-28.126,-54.835
4316501,RS,SALVADOR DO SUL,0.74,-29.438,-51.511
4316600,RS,SANANDUVA,0.747,-27.95,-51.807
4317103,RS,SANT'ANA DO LIVRAMENTO,0.727,-30.891,-55.533
4316709,RS,SANTA BÁRBARA DO SUL,0.725,-28.358,-53.247
4316758,RS,SANTA CLARA DO SUL,0.74,-29.469,-52.088
4316808,RS,SANTA CRUZ DO SUL,0.773,-29.718,-52.426
4316972,RS,SANTA MARGARIDA DO SUL,0.663,-30.339,-54.079
4316907,RS,SANTA MARIA,0.784,-29.684,-53.807
4316956,RS,SANTA MARIA DO HERVAL,0.676,-29.498,-50.993
4317202,RS,SANTA ROSA,0.769,-27.871,-54.481
4317251,RS,SANTA TEREZA,0.746,-29.169,-51.735
4317301,RS,SANTA VITÓRIA DO PALMAR,0.712,-33.519,-53.368
4317004,RS,SANTANA DA BOA VISTA,0.633,-30.872,-53.115
4317400,RS,SANTIAGO,0.766,-29.192,-54.867
4317608,RS,SANTO ANTÔNIO DA PATRULHA,0.717,-29.818,-50.52
4317707,RS,SANTO ANTÔNIO DAS MISSÕES,0.686,-28.511,-55.228
4317558,RS,SANTO ANTÔNIO DO PALMA,0.764,-28.497,-52.025
4317756,RS,SANTO ANTÔNIO DO PLANALTO,0.759,-28.396,-52.691
4317806,RS,SANTO AUGUSTO,0.739,-27.851,-53.777
4317905,RS,SANTO CRISTO,0.738,-27.824,-54.663
4317954,RS,SANTO EXPEDITO DO SUL,0.732,-27.908,-51.645
4317509,RS,SANTO ÂNGELO,0.772,-28.299,-54.263
4319901,RS,SAPIRANGA,0.711,-29.638,-51.007
4320008,RS,SAPUCAIA DO SUL,0.726,-29.839,-51.144
4320107,RS,SARANDI,0.777,-27.944,-52.923
4320206,RS,SEBERI,0.723,-27.478,-53.403
4320230,RS,SEDE NOVA,0.712,-27.635,-53.946
4320263,RS,SEGREDO,0.659,-29.269,-53.012
4320305,RS,SELBACH,0.777,-28.629,-52.953
4320321,RS,SENADOR SALGADO FILHO,0.693,-28.031,-54.543
4320354,RS,SENTINELA DO SUL,0.671,-30.611,-51.579
4320404,RS,SERAFINA CORRÊA,0.76,-28.712,-51.935
4320503,RS,SERTÃO,0.751,-27.98,-52.26
4320552,RS,SERTÃO SANTANA,0.689,-30.46,-51.603
4320578,RS,SETE DE SETEMBRO,0.683,-28.131,-54.463
4320602,RS,SEVERIANO DE ALMEIDA,0.752,-27.433,-52.116
4320651,RS,SILVEIRA MARTINS,0.742,-29.642,-53.586
4320677,RS,SINIMBU,0.631,-29.539,-52.522
4320701,RS,SOBRADINHO,0.743,-29.421,-53.029
4320800,RS,SOLEDADE,0.731,-28.818,-52.51
4318002,RS,SÃO BORJA,0.736,-28.661,-56.004
4318051,RS,SÃO DOMINGOS DO SUL,0.763,-28.531,-51.888
4318101,RS,SÃO FRANCISCO DE ASSIS,0.675,-29.55,-55.131
4318200,RS,SÃO FRANCISCO DE PAULA,0.685,-29.448,-50.584
4318309,RS,SÃO GABRIEL,0.699,-30.336,-54.32
4318408,RS,SÃO JERÔNIMO,0.696,-29.959,-51.722
4318440,RS,SÃO JORGE,0.732,-28.499,-51.703
4318457,RS,SÃO JOSÉ DAS MISSÕES,0.651,-27.78,-53.122
4318465,RS,SÃO JOSÉ DO HERVAL,0.717,-29.044,-52.296
4318481,RS,SÃO JOSÉ DO HORTÊNCIO,0.707,-29.528,-51.251
4318499,RS,SÃO JOSÉ DO INHACORÁ,0.747,-27.725,-54.129
4318507,RS,SÃO JOSÉ DO NORTE,0.623,-32.015,-52.042
4318606,RS,SÃO JOSÉ DO OURO,0.755,-27.769,-51.594
4318614,RS,SÃO JOSÉ DO SUL,0.725,-29.531,-51.482
4318622,RS,SÃO JOSÉ DOS AUSENTES,0.663,-28.748,-50.066
4318424,RS,SÃO JOÃO DA URTIGA,0.694,-27.82,-51.828
4318432,RS,SÃO JOÃO DO POLÊSINE,0.748,-29.614,-53.446
4318705,RS,SÃO LEOPOLDO,0.739,-29.76,-51.147
4318804,RS,SÃO LOURENÇO DO SUL,0.687,-31.365,-51.978
4318903,RS,SÃO LUIZ GONZAGA,0.741,-28.408,-54.961
4319000,RS,SÃO MARCOS,0.768,-28.971,-51.068
4319109,RS,SÃO MARTINHO,0.726,-27.707,-53.969
4319125,RS,SÃO MARTINHO DA SERRA,0.652,-29.538,-53.855
4319158,RS,SÃO MIGUEL DAS MISSÕES,0.667,-28.563,-54.554
4319208,RS,SÃO NICOLAU,0.645,-28.183,-55.267
4319307,RS,SÃO PAULO DAS MISSÕES,0.692,-28.021,-54.936
4319356,RS,SÃO PEDRO DA SERRA,0.739,-29.421,-51.513
4319364,RS,SÃO PEDRO DAS MISSÕES,0.664,-27.077,-53.246
4319372,RS,SÃO PEDRO DO BUTIÁ,0.763,-28.124,-54.887
4319406,RS,SÃO PEDRO DO SUL,0.709,-29.621,-54.179
4319505,RS,SÃO SEBASTIÃO DO CAÍ,0.739,-29.587,-51.376
4319604,RS,SÃO SEPÉ,0.708,-30.161,-53.565
4319703,RS,SÃO VALENTIM,0.72,-27.558,-52.524
4319711,RS,SÃO VALENTIM DO SUL,0.764,-29.047,-51.765
4319737,RS,SÃO VALÉRIO DO SUL,0.642,-27.787,-53.937
4319752,RS,SÃO VENDELINO,0.754,-29.369,-51.377
4319802,RS,SÃO VICENTE DO SUL,0.685,-29.692,-54.679
4320453,RS,SÉRIO,0.652,-29.383,-52.269
4320859,RS,TABAÍ,0.701,-29.643,-51.682
4320909,RS,TAPEJARA,0.76,-28.068,-52.014
4321006,RS,TAPERA,0.747,-28.626,-52.87
4321105,RS,TAPES,0.695,-30.673,-51.396
4321204,RS,TAQUARA,0.727,-29.651,-50.781
4321303,RS,TAQUARI,0.733,-29.8,-51.864
4321329,RS,TAQUARUÇU DO SUL,0.739,-27.4,-53.467
4321352,RS,TAVARES,0.656,-31.287,-51.094
4321402,RS,TENENTE PORTELA,0.708,-27.371,-53.758
4321436,RS,TERRA DE AREIA,0.689,-29.585,-50.071
4321451,RS,TEUTÔNIA,0.747,-29.448,-51.806
4321469,RS,TIO HUGO,0.742,-28.579,-52.599
4321477,RS,TIRADENTES DO SUL,0.689,-27.398,-54.084
4321493,RS,TOROPI,0.683,-29.478,-54.228
4321501,RS,TORRES,0.762,-29.335,-49.727
4321600,RS,TRAMANDAÍ,0.719,-29.985,-50.134
4321626,RS,TRAVESSEIRO,0.701,-29.294,-52.055
4321956,RS,TRINDADE DO SUL,0.687,-27.522,-52.894
4322004,RS,TRIUNFO,0.733,-29.943,-51.718
4321634,RS,TRÊS ARROIOS,0.791,-27.499,-52.147
4321667,RS,TRÊS CACHOEIRAS,0.718,-29.456,-49.924
4321709,RS,TRÊS COROAS,0.71,-29.517,-50.778
4321808,RS,TRÊS DE MAIO,0.759,-27.773,-54.24
4321832,RS,TRÊS FORQUILHAS,0.662,-29.537,-50.064
4321857,RS,TRÊS PALMEIRAS,0.703,-27.615,-52.841
4321907,RS,TRÊS PASSOS,0.768,-27.456,-53.932
4322103,RS,TUCUNDUVA,0.747,-27.657,-54.44
4322152,RS,TUNAS,0.657,-29.103,-52.956
4322186,RS,TUPANCI DO SUL,0.694,-27.925,-51.536
4322202,RS,TUPANCIRETÃ,0.709,-29.081,-53.836
4322251,RS,TUPANDI,0.718,-29.476,-51.421
4322301,RS,TUPARENDI,0.728,-27.756,-54.482
4322327,RS,TURUÇU,0.629,-31.422,-52.178
4322343,RS,UBIRETAMA,0.7,-28.046,-54.681
4322376,RS,UNISTALDA,0.649,-29.047,-55.15
4322350,RS,UNIÃO DA SERRA,0.733,-28.795,-52.037
4322400,RS,URUGUAIANA,0.744,-29.755,-57.088
4322509,RS,VACARIA,0.721,-28.512,-50.934
4322533,RS,VALE DO SOL,0.624,-29.604,-52.683
4322541,RS,VALE REAL,0.737,-29.398,-51.254
4322525,RS,VALE VERDE,0.646,-29.787,-52.184
4322558,RS,VANINI,0.757,-28.478,-51.845
4322608,RS,VENÂNCIO AIRES,0.712,-29.606,-52.192
4322707,RS,VERA CRUZ,0.737,-29.715,-52.506
4322806,RS,VERANÓPOLIS,0.773,-28.936,-51.549
4322855,RS,VESPASIANO CORREA,0.723,-29.068,-51.859
4322905,RS,VIADUTOS,0.702,-27.569,-52.02
4323002,RS,VIAMÃO,0.717,-30.081,-51.023
4323101,RS,VICENTE DUTRA,0.638,-27.162,-53.405
4323200,RS,VICTOR GRAEFF,0.777,-28.56,-52.748
4323309,RS,VILA FLORES,0.742,-28.863,-51.533
4323358,RS,VILA LÂNGARO,0.705,-28.107,-52.144
4323408,RS,VILA MARIA,0.761,-28.535,-52.154
4323457,RS,VILA NOVA DO SUL,0.662,-30.344,-53.883
4323507,RS,VISTA ALEGRE,0.739,-27.367,-53.49
4323606,RS,VISTA ALEGRE DO PRATA,0.78,-28.809,-51.79
4323705,RS,VISTA GAÚCHA,0.757,-27.291,-53.702
4323754,RS,VITÓRIA DAS MISSÕES,0.655,-28.351,-54.496
4323770,RS,WESTFALIA,0.752,-29.417,-51.765
4323804,RS,XANGRI-LÁ,0.735,-29.801,-50.044
4300059,RS,ÁGUA SANTA,0.75,-28.177,-52.034
4301552,RS,ÁUREA,0.707,-27.698,-52.049
4200051,SC,ABDON BATISTA,0.694,-27.611,-51.023
4200101,SC,ABELARDO LUZ,0.696,-26.565,-52.328
4200200,SC,AGROLÂNDIA,0.725,-27.412,-49.826
4200309,SC,AGRONÔMICA,0.741,-27.265,-49.711
4200705,SC,ALFREDO WAGNER,0.668,-27.7,-49.334
4200754,SC,ALTO BELA VISTA,0.755,-27.458,-51.879
4200804,SC,ANCHIETA,0.699,-26.534,-53.331
4200903,SC,ANGELINA,0.687,-27.569,-48.985
4201000,SC,ANITA GARIBALDI,0.688,-27.689,-51.13
4201109,SC,ANITÁPOLIS,0.674,-27.902,-49.129
4201208,SC,ANTÔNIO CARLOS,0.749,-27.517,-48.768
4201257,SC,APIÚNA,0.708,-27.036,-49.39
4201273,SC,ARABUTÃ,0.733,-27.16,-52.142
4201307,SC,ARAQUARI,0.703,-26.37,-48.722
4201406,SC,ARARANGUÁ,0.76,-28.935,-49.486
4201505,SC,ARMAZÉM,0.77,-28.262,-49.018
4201604,SC,ARROIO TRINTA,0.764,-26.933,-51.339
4201653,SC,ARVOREDO,0.715,-27.074,-52.456
4201703,SC,ASCURRA,0.742,-26.955,-49.376
4201802,SC,ATALANTA,0.733,-27.42,-49.781
4201901,SC,AURORA,0.733,-27.315,-49.638
4201950,SC,BALNEÁRIO ARROIO DO SILVA,0.746,-28.984,-49.413
4202057,SC,BALNEÁRIO BARRA DO SUL,0.716,-26.456,-48.612
4202008,SC,BALNEÁRIO CAMBORIÚ,0.845,-26.991,-48.635
4202073,SC,BALNEÁRIO GAIVOTA,0.728,-29.157,-49.579
4212809,SC,BALNEÁRIO PIÇARRAS,0.756,-26.764,-48.672
4202081,SC,BANDEIRANTE,0.672,-26.769,-53.638
4202099,SC,BARRA BONITA,0.701,-26.654,-53.44
4202107,SC,BARRA VELHA,0.738,-26.632,-48.685
4202131,SC,BELA VISTA DO TOLDO,0.675,-26.273,-50.464
4202156,SC,BELMONTE,0.705,-26.841,-53.576
4202206,SC,BENEDITO NOVO,0.74,-26.783,-49.364
4202305,SC,BIGUAÇU,0.739,-27.494,-48.656
4202404,SC,BLUMENAU,0.806,-26.919,-49.066
4202438,SC,BOCAINA DO SUL,0.647,-27.744,-49.944
4202503,SC,BOM JARDIM DA SERRA,0.696,-28.337,-49.625
4202537,SC,BOM JESUS,0.718,-26.734,-52.394
4202578,SC,BOM JESUS DO OESTE,0.712,-26.69,-53.098
4202602,SC,BOM RETIRO,0.699,-27.797,-49.489
4202453,SC,BOMBINHAS,0.781,-27.138,-48.517
4202701,SC,BOTUVERÁ,0.724,-27.199,-49.075
4202800,SC,BRAÇO DO NORTE,0.778,-28.275,-49.166
4202859,SC,BRAÇO DO TROMBUDO,0.78,-27.358,-49.886
4202875,SC,BRUNÓPOLIS,0.661,-27.306,-50.868
4202909,SC,BRUSQUE,0.795,-27.098,-48.918
4203105,SC,CAIBI,0.728,-27.072,-53.248
4203154,SC,CALMON,0.622,-26.6,-51.097
4203204,SC,CAMBORIÚ,0.726,-27.025,-48.654
4203303,SC,CAMPO ALEGRE,0.714,-26.193,-49.266
4203402,SC,CAMPO BELO DO SUL,0.641,-27.899,-50.761
4203501,SC,CAMPO ERÊ,0.69,-26.394,-53.078
4203600,SC,CAMPOS NOVOS,0.742,-27.402,-51.225
4203709,SC,CANELINHA,0.697,-27.265,-48.768
4203808,SC,CANOINHAS,0.757,-26.177,-50.39
4203907,SC,CAPINZAL,0.752,-27.344,-51.612
4203956,SC,CAPIVARI DE BAIXO,0.767,-28.445,-48.958
4203253,SC,CAPÃO ALTO,0.654,-27.937,-50.512
4204004,SC,CATANDUVAS,0.714,-27.071,-51.662
4204103,SC,CAXAMBU DO SUL,0.691,-27.161,-52.879
4203006,SC,CAÇADOR,0.735,-26.775,-51.015
4204152,SC,CELSO RAMOS,0.719,-27.634,-51.336
4204178,SC,CERRO NEGRO,0.621,-27.795,-50.876
4204194,SC,CHAPADÃO DO LAGEADO,0.704,-27.591,-49.554
4204202,SC,CHAPECÓ,0.79,-27.096,-52.618
4204251,SC,COCAL DO SUL,0.78,-28.601,-49.326
4204301,SC,CONCÓRDIA,0.8,-27.234,-52.028
4204350,SC,CORDILHEIRA ALTA,0.747,-26.984,-52.607
4204400,SC,CORONEL FREITAS,0.744,-26.909,-52.703
4204459,SC,CORONEL MARTINS,0.696,-26.512,-52.669
4204558,SC,CORREIA PINTO,0.702,-27.585,-50.361
4204509,SC,CORUPÁ,0.78,-26.425,-49.243
4204608,SC,CRICIÚMA,0.788,-28.678,-49.37
4204707,SC,CUNHA PORÃ,0.742,-26.894,-53.168
4204756,SC,CUNHATAÍ,0.754,-26.969,-53.093
4204806,SC,CURITIBANOS,0.721,-27.283,-50.584
4204905,SC,DESCANSO,0.743,-26.826,-53.502
4205001,SC,DIONÍSIO CERQUEIRA,0.706,-26.255,-53.64
4205100,SC,DONA EMMA,0.742,-26.985,-49.726
4205159,SC,DOUTOR PEDRINHO,0.716,-26.714,-49.483
4205175,SC,ENTRE RIOS,0.657,-26.724,-52.561
4205191,SC,ERMO,0.726,-28.983,-49.644
4205209,SC,ERVAL VELHO,0.723,-27.276,-51.442
4205308,SC,FAXINAL DOS GUEDES,0.758,-26.853,-52.26
4205357,SC,FLOR DO SERTÃO,0.708,-26.778,-53.347
4205407,SC,FLORIANÓPOLIS,0.847,-27.597,-48.549
4205431,SC,FORMOSA DO SUL,0.715,-26.647,-52.794
4205456,SC,FORQUILHINHA,0.753,-28.747,-49.472
4205506,SC,FRAIBURGO,0.731,-27.026,-50.921
4205555,SC,FREI ROGÉRIO,0.682,-27.175,-50.805
4205605,SC,GALVÃO,0.708,-26.455,-52.686
4205704,SC,GAROPABA,0.753,-28.023,-48.613
4205803,SC,GARUVA,0.725,-26.027,-48.855
4205902,SC,GASPAR,0.765,-26.931,-48.959
4206009,SC,GOVERNADOR CELSO RAMOS,0.747,-27.315,-48.559
4206207,SC,GRAVATAL,0.757,-28.331,-49.035
4206108,SC,GRÃO PARÁ,0.736,-28.185,-49.215
4206306,SC,GUABIRUBA,0.754,-27.086,-48.981
4206405,SC,GUARACIABA,0.751,-26.599,-53.518
4206504,SC,GUARAMIRIM,0.751,-26.473,-49.003
4206603,SC,GUARUJÁ DO SUL,0.73,-26.385,-53.528
4206652,SC,GUATAMBÚ,0.717,-27.132,-52.787
4206702,SC,HERVAL D'OESTE,0.758,-27.194,-51.495
4206751,SC,IBIAM,0.725,-27.181,-51.237
4206801,SC,IBICARÉ,0.708,-27.092,-51.365
4206900,SC,IBIRAMA,0.737,-27.057,-49.518
4207106,SC,ILHOTA,0.738,-26.9,-48.827
4207205,SC,IMARUÍ,0.667,-28.341,-48.82
4207304,SC,IMBITUBA,0.765,-28.24,-48.67
4207403,SC,IMBUIA,0.713,-27.493,-49.424
4207502,SC,INDAIAL,0.777,-26.898,-49.232
4207577,SC,IOMERÊ,0.795,-27.004,-51.242
4207601,SC,IPIRA,0.736,-27.404,-51.773
4207650,SC,IPORÃ DO OESTE,0.759,-26.988,-53.535
4207684,SC,IPUAÇU,0.66,-26.631,-52.455
4207700,SC,IPUMIRIM,0.738,-27.077,-52.136
4207759,SC,IRACEMINHA,0.722,-26.823,-53.274
4207809,SC,IRANI,0.742,-27.025,-51.902
4207858,SC,IRATI,0.707,-26.656,-52.892
4207908,SC,IRINEÓPOLIS,0.699,-26.239,-50.8
4208104,SC,ITAIÓPOLIS,0.708,-26.336,-49.906
4208203,SC,ITAJAÍ,0.795,-26.908,-48.662
4208302,SC,ITAPEMA,0.796,-27.09,-48.611
4208401,SC,ITAPIRANGA,0.775,-27.169,-53.712
4208450,SC,ITAPOÁ,0.761,-26.117,-48.616
4208500,SC,ITUPORANGA,0.748,-27.414,-49.601
4208005,SC,ITÁ,0.771,-27.291,-52.323
4207007,SC,IÇARA,0.741,-28.713,-49.3
4208609,SC,JABORÁ,0.732,-27.176,-51.734
4208708,SC,JACINTO MACHADO,0.716,-28.997,-49.764
4208807,SC,JAGUARUNA,0.721,-28.615,-49.026
4208906,SC,JARAGUÁ DO SUL,0.803,-26.486,-49.067
4208955,SC,JARDINÓPOLIS,0.709,-26.722,-52.86
4209003,SC,JOAÇABA,0.827,-27.178,-51.505
4209102,SC,JOINVILLE,0.809,-26.304,-48.846
4209151,SC,JOSÉ BOITEUX,0.694,-26.958,-49.628
4209177,SC,JUPIÁ,0.719,-26.398,-52.728
4209201,SC,LACERDÓPOLIS,0.781,-27.26,-51.556
4209300,SC,LAGES,0.77,-27.816,-50.326
4209409,SC,LAGUNA,0.752,-28.483,-48.781
4209458,SC,LAJEADO GRANDE,0.771,-26.858,-52.567
4209508,SC,LAURENTINO,0.749,-27.217,-49.733
4209607,SC,LAURO MULLER,0.735,-28.393,-49.397
4209706,SC,LEBON RÉGIS,0.649,-26.929,-50.695
4209805,SC,LEOBERTO LEAL,0.686,-27.507,-49.287
4209854,SC,LINDÓIA DO SUL,0.743,-27.053,-52.067
4209904,SC,LONTRAS,0.704,-27.166,-49.542
4210001,SC,LUIZ ALVES,0.737,-26.721,-48.933
4210035,SC,LUZERNA,0.789,-27.133,-51.467
4210050,SC,MACIEIRA,0.662,-26.856,-51.378
4210100,SC,MAFRA,0.777,-26.111,-49.805
4210209,SC,MAJOR GERCINO,0.698,-27.418,-48.951
4210308,SC,MAJOR VIEIRA,0.69,-26.368,-50.328
4210407,SC,MARACAJÁ,0.768,-28.847,-49.453
4210506,SC,MARAVILHA,0.781,-26.761,-53.173
4210555,SC,MAREMA,0.743,-26.802,-52.625
4210605,SC,MASSARANDUBA,0.774,-26.611,-49.008
4210704,SC,MATOS COSTA,0.657,-26.473,-51.148
4210803,SC,MELEIRO,0.738,-28.829,-49.636
4210852,SC,MIRIM DOCE,0.708,-27.196,-50.077
4210902,SC,MODELO,0.76,-26.778,-53.055
4211009,SC,MONDAÍ,0.748,-27.103,-53.402
4211058,SC,MONTE CARLO,0.643,-27.223,-50.98
4211108,SC,MONTE CASTELO,0.675,-26.462,-50.231
4211207,SC,MORRO DA FUMAÇA,0.738,-28.651,-49.21
4211256,SC,MORRO GRANDE,0.701,-28.801,-49.721
4211306,SC,NAVEGANTES,0.736,-26.899,-48.654
4211405,SC,NOVA ERECHIM,0.765,-26.903,-52.906
4211454,SC,NOVA ITABERABA,0.736,-26.94,-52.812
4211504,SC,NOVA TRENTO,0.748,-27.286,-48.93
4211603,SC,NOVA VENEZA,0.768,-28.637,-49.498
4211652,SC,NOVO HORIZONTE,0.706,-26.444,-52.834
4211702,SC,ORLEANS,0.755,-28.359,-49.291
4211751,SC,OTACÍLIO COSTA,0.74,-27.483,-50.122
4211801,SC,OURO,0.774,-27.341,-51.618
4211850,SC,OURO VERDE,0.695,-26.694,-52.312
4211876,SC,PAIAL,0.718,-27.252,-52.498
4211892,SC,PAINEL,0.664,-27.929,-50.105
4211900,SC,PALHOÇA,0.757,-27.645,-48.668
4212007,SC,PALMA SOLA,0.704,-26.348,-53.278
4212056,SC,PALMEIRA,0.671,-27.583,-50.159
4212106,SC,PALMITOS,0.737,-27.068,-53.161
4212205,SC,PAPANDUVA,0.704,-26.37,-50.144
4212239,SC,PARAÍSO,0.7,-26.614,-53.672
4212254,SC,PASSO DE TORRES,0.72,-29.316,-49.724
4212270,SC,PASSOS MAIA,0.659,-26.78,-52.059
4212304,SC,PAULO LOPES,0.716,-27.962,-48.684
4212403,SC,PEDRAS GRANDES,0.728,-28.436,-49.185
4212502,SC,PENHA,0.743,-26.769,-48.646
4212601,SC,PERITIBA,0.766,-27.373,-51.904
4212700,SC,PETROLÂNDIA,0.716,-27.535,-49.698
4212908,SC,PINHALZINHO,0.783,-26.848,-52.992
4213005,SC,PINHEIRO PRETO,0.777,-27.051,-51.231
4213104,SC,PIRATUBA,0.758,-27.42,-51.772
4213153,SC,PLANALTO ALEGRE,0.751,-27.07,-52.866
4213203,SC,POMERODE,0.78,-26.741,-49.177
4213302,SC,PONTE ALTA,0.673,-27.484,-50.38
4213351,SC,PONTE ALTA DO NORTE,0.689,-27.158,-50.464
4213401,SC,PONTE SERRADA,0.693,-26.872,-52.016
4213500,SC,PORTO BELO,0.76,-27.158,-48.553
4213609,SC,PORTO UNIÃO,0.786,-26.238,-51.078
4213708,SC,POUSO REDONDO,0.72,-27.258,-49.934
4213807,SC,PRAIA GRANDE,0.718,-29.197,-49.95
4213906,SC,PRESIDENTE CASTELLO BRANCO,0.77,-27.223,-51.807
4214003,SC,PRESIDENTE GETÚLIO,0.759,-27.051,-49.623
4214102,SC,PRESIDENTE NEREU,0.737,-27.277,-49.39
4214151,SC,PRINCESA,0.706,-26.442,-53.598
4214201,SC,QUILOMBO,0.73,-26.726,-52.721
4214300,SC,RANCHO QUEIMADO,0.753,-27.673,-49.022
4214409,SC,RIO DAS ANTAS,0.697,-26.899,-51.074
4214508,SC,RIO DO CAMPO,0.729,-26.949,-50.141
4214607,SC,RIO DO OESTE,0.754,-27.193,-49.797
4214805,SC,RIO DO SUL,0.802,-27.214,-49.643
4214706,SC,RIO DOS CEDROS,0.729,-26.738,-49.274
4214904,SC,RIO FORTUNA,0.806,-28.131,-49.105
4215000,SC,RIO NEGRINHO,0.738,-26.254,-49.518
4215059,SC,RIO RUFINO,0.653,-27.861,-49.779
4215075,SC,RIQUEZA,0.714,-27.067,-53.322
4215109,SC,RODEIO,0.754,-26.923,-49.366
4215208,SC,ROMELÂNDIA,0.692,-26.676,-53.314
4215307,SC,SALETE,0.744,-26.98,-50
4215356,SC,SALTINHO,0.654,-26.609,-53.056
4215406,SC,SALTO VELOSO,0.784,-26.905,-51.406
4215455,SC,SANGÃO,0.7,-28.638,-49.129
4215505,SC,SANTA CECÍLIA,0.698,-26.961,-50.427
4215554,SC,SANTA HELENA,0.727,-26.938,-53.619
4215604,SC,SANTA ROSA DE LIMA,0.757,-28.039,-49.128
4215653,SC,SANTA ROSA DO SUL,0.705,-29.136,-49.7
4215679,SC,SANTA TEREZINHA,0.669,-26.779,-50.008
4215687,SC,SANTA TEREZINHA DO PROGRESSO,0.682,-26.619,-53.202
4215695,SC,SANTIAGO DO SUL,0.728,-26.639,-52.685
4215703,SC,SANTO AMARO DA IMPERATRIZ,0.781,-27.688,-48.779
4217303,SC,SAUDADES,0.755,-26.924,-53.003
4217402,SC,SCHROEDER,0.769,-26.413,-49.073
4217501,SC,SEARA,0.779,-27.149,-52.311
4217550,SC,SERRA ALTA,0.773,-26.729,-53.042
4217600,SC,SIDERÓPOLIS,0.774,-28.598,-49.424
4217709,SC,SOMBRIO,0.728,-29.104,-49.629
4217758,SC,SUL BRASIL,0.707,-26.736,-52.965
4215802,SC,SÃO BENTO DO SUL,0.782,-26.25,-49.379
4215752,SC,SÃO BERNARDINO,0.677,-26.475,-52.964
4215901,SC,SÃO BONIFÁCIO,0.731,-27.901,-48.929
4216008,SC,SÃO CARLOS,0.769,-27.078,-53.004
4216057,SC,SÃO CRISTOVÃO DO SUL,0.665,-27.267,-50.441
4216107,SC,SÃO DOMINGOS,0.765,-26.558,-52.532
4216206,SC,SÃO FRANCISCO DO SUL,0.762,-26.243,-48.638
4216503,SC,SÃO JOAQUIM,0.687,-28.294,-49.932
4216602,SC,SÃO JOSÉ,0.809,-27.615,-48.628
4216701,SC,SÃO JOSÉ DO CEDRO,0.731,-26.455,-53.494
4216800,SC,SÃO JOSÉ DO CERRITO,0.636,-27.663,-50.58
4216305,SC,SÃO JOÃO BATISTA,0.74,-27.276,-48.849
4216354,SC,SÃO JOÃO DO ITAPERIÚ,0.738,-26.618,-48.768
4216255,SC,SÃO JOÃO DO OESTE,0.761,-27.098,-53.594
4216404,SC,SÃO JOÃO DO SUL,0.695,-29.223,-49.81
4216909,SC,SÃO LOURENÇO DO OESTE,0.749,-26.359,-52.851
4217006,SC,SÃO LUDGERO,0.755,-28.326,-49.177
4217105,SC,SÃO MARTINHO,0.742,-28.165,-48.979
4217154,SC,SÃO MIGUEL DA BOA VISTA,0.71,-26.69,-53.251
4217204,SC,SÃO MIGUEL DO OESTE,0.801,-26.725,-53.518
4217253,SC,SÃO PEDRO DE ALCÂNTARA,0.734,-27.566,-48.805
4217808,SC,TAIÓ,0.761,-27.116,-49.998
4217907,SC,TANGARÁ,0.737,-27.105,-51.247
4217956,SC,TIGRINHOS,0.717,-26.688,-53.158
4218004,SC,TIJUCAS,0.76,-27.241,-48.634
4218103,SC,TIMBÉ DO SUL,0.72,-28.83,-49.847
4218202,SC,TIMBÓ,0.784,-26.823,-49.272
4218251,SC,TIMBÓ GRANDE,0.659,-26.615,-50.674
4218350,SC,TREVISO,0.774,-28.516,-49.458
4218400,SC,TREZE DE MAIO,0.729,-28.559,-49.148
4218509,SC,TREZE TÍLIAS,0.795,-27.002,-51.406
4218608,SC,TROMBUDO CENTRAL,0.775,-27.299,-49.79
4218301,SC,TRÊS BARRAS,0.706,-26.106,-50.322
4218707,SC,TUBARÃO,0.796,-28.467,-49.007
